original_lift,lift,rebar_units,actual_start
T3-C3-12-F01b-20,PT3C312F01b,23387,01/20/2015
T4-C3-11-P06-20,PT4C311P06,3584,02/12/2015
T4-C3-11-P04-20,PT4C311P04,3879,02/26/2015
T4-C3-11-P02a-20,PT4C311P02a,0,03/21/2015
T4-C3-09-P04-20,PT4C309P04,1420,01/12/2015
T4-C3-09-P03-20,PT4C309P03,567,01/12/2015
T4-C3-09-P01-20,PT4C309P01,1578,02/03/2015
T4-C3-10-P04-20,PT4C310P04,2619,01/12/2015
T4-C3-10-P03-20,PT4C310P03,3192,01/12/2015
T4-C3-10-P02-20,PT4C310P02,2043,02/03/2015
T4-C3-10-P01-20,PT4C310P01,4239,02/03/2015
T4-C3-11-P07-20,PT4C311P07,867,02/12/2015
T4-C3-11-P05-20,PT4C311P05,1635,02/26/2015
T4-C3-11-P03-20,PT4C311P03,1613,03/21/2015
T4-C3-11-P02b-20,PT4C311P02b,3923,03/06/2015
T4-C3-11-P01-20,PT4C311P01,245,03/31/2015
T4-C3-12-P05-20,PT4C312P05,953,02/26/2015
T4-C3-12-P04-20,PT4C312P04,1245,02/26/2015
T4-C3-12-P03-20,PT4C312P03,562,03/21/2015
T4-C3-12-P02b-20,PT4C312P02b,1249,03/06/2015
T4-C3-12-P01-20,PT4C312P01,133,03/31/2015
T4-C3-12-P02a-20,PT4C312P02a,0,03/21/2015
T4-C3-09-P02-20,PT4C309P02,1897,02/03/2015
T4-C3-03B-W02b-20,PT4C303BW02b,5040,08/23/2014
T4-C3-03B-W01b-20,PT4C303BW01b,5351,09/03/2014
T4-C3-03-W01b-20,PT4C303W01b,2450,08/12/2014
T4-C3-04-W02b-20,PT4C304W02b,7341,08/28/2014
T4-C3-04-W01b-20,PT4C304W01b,8008,09/11/2014
T4-C3-08-W02b-20,PT4C308W02b,2582,12/26/2014
T4-C3-08-W01b-20,PT4C308W01b,4880,01/23/2015
T4-C3-11-W02b-20,PT4C311W02b,2675,03/18/2015
T4-C3-01-W02b-20,PT4C301W02b,6645,07/19/2014
T4-C3-01-W01b-20,PT4C301W01b,6529,07/28/2014
T4-C3-02-W02b-20,PT4C302W02b,6736,07/21/2014
T4-C3-02-W01b-20,PT4C302W01b,7048,08/01/2014
T4-C3-03-W02b-20,PT4C303W02b,2318,08/05/2014
T4-C3-05-W02b-20,PT4C305W02b,5366,09/05/2014
T4-C3-05-W01b-20,PT4C305W01b,4889,10/16/2014
T4-C3-06-W02b-20,PT4C306W02b,7437,09/24/2014
T4-C3-06-W01b-20,PT4C306W01b,3389,11/24/2014
T4-C3-07-W02b-20,PT4C307W02b,3293,12/04/2014
T4-C3-07-W01b-20,PT4C307W01b,5602,12/16/2014
T4-C3-09-W02b-20,PT4C309W02b,2028,01/08/2015
T4-C3-09-W01b-20,PT4C309W01b,3298,02/09/2015
T4-C3-10-W02b-20,PT4C310W02b,5523,01/08/2015
T4-C3-10-W01b-20,PT4C310W01b,2043,02/09/2015
T4-C3-11-W05b-20,PT4C311W05b,4114,02/02/2015
T4-C3-11-W04b-20,PT4C311W04b,2143,02/16/2015
T4-C3-11-W03b-20,PT4C311W03b,12329,03/03/2015
T4-C3-11-W01b-20,PT4C311W01b,2910,03/30/2015
T4-C3-12-W04b-20,PT4C312W04b,1491,02/16/2015
T4-C3-12-W03b-20,PT4C312W03b,3259,03/03/2015
T4-C3-12-W02b-20,PT4C312W02b,1109,03/18/2015
T4-C3-12-W01b-20,PT4C312W01b,1442,03/30/2015
T4-C3-03B-W01a-20,PT4C303BW01a,4514,08/19/2014
T4-C3-02-W01a-20,PT4C302W01a,5766,08/04/2014
T4-C3-12-W01a-20,PT4C312W01a,1312,03/30/2015
T4-C3-01-W02a-20,PT4C301W02a,3364,07/18/2014
T4-C3-01-W01a-20,PT4C301W01a,5930,07/29/2014
T4-C3-02-W02a-20,PT4C302W02a,3650,07/21/2014
T4-C3-03-W02a-20,PT4C303W02a,1257,08/14/2014
T4-C3-03-W01a-20,PT4C303W01a,2081,08/13/2014
T4-C3-04-W02a-20,PT4C304W02a,3493,08/29/2014
T4-C3-04-W01a-20,PT4C304W01a,5524,09/29/2014
T4-C3-05-W02a-20,PT4C305W02a,3532,09/03/2014
T4-C3-05-W01a-20,PT4C305W01a,5643,10/08/2014
T4-C3-06-W02a-20,PT4C306W02a,2108,09/18/2014
T4-C3-06-W01a-20,PT4C306W01a,5766,10/29/2014
T4-C3-07-W02a-20,PT4C307W02a,3495,12/10/2014
T4-C3-07-W01a-20,PT4C307W01a,5587,12/24/2014
T4-C3-08-W02a-20,PT4C308W02a,2582,12/18/2014
T4-C3-08-W01a-20,PT4C308W01a,4880,01/13/2015
T4-C3-09-W02a-20,PT4C309W02a,2323,01/06/2015
T4-C3-09-W01a-20,PT4C309W01a,3310,01/27/2015
T4-C3-10-W02a-20,PT4C310W02a,5387,01/06/2015
T4-C3-10-W01a-20,PT4C310W01a,2174,01/27/2015
T4-C3-11-W05a-20,PT4C311W05a,4114,02/03/2015
T4-C3-11-W04a-20,PT4C311W04a,2116,02/18/2015
T4-C3-11-W03a-20,PT4C311W03a,12444,03/04/2015
T4-C3-11-W02a-20,PT4C311W02a,2750,03/13/2015
T4-C3-11-W01a-20,PT4C311W01a,2987,03/30/2015
T4-C3-12-W04a-20,PT4C312W04a,1312,02/18/2015
T4-C3-12-W03a-20,PT4C312W03a,3388,03/04/2015
T4-C3-12-W02a-20,PT4C312W02a,1109,03/13/2015
T4-C3-03B-W02a-20,PT4C303BW02a,2807,08/23/2014
T4-C3-03B-F01-20,PT4C303BF01,26935,07/17/2014
T4-C3-01-F01-20,PT4C301F01,0,06/11/2014
T4-C3-02-F01-20,PT4C302F01,60783,06/11/2014
T4-C3-03-F01-20,PT4C303F01,0,07/17/2014
T4-C3-04-F01-20,PT4C304F01,29413,07/31/2014
T4-C3-05-F01-20,PT4C305F01,28966,08/11/2014
T4-C3-06-F01-20,PT4C306F01,28622,08/25/2014
T4-C3-07-F01-20,PT4C307F01,35324,11/24/2014
T4-C3-08-F01-20,PT4C308F01,36618,12/10/2014
T4-C3-09-F01-20,PT4C309F01,16780,12/19/2014
T4-C3-10-F01-20,PT4C310F01,24870,12/19/2014
T4-C3-11-F01a-20,PT4C311F01a,18014,01/10/2015
T4-C3-11-F01b-20,PT4C311F01b,17309,01/21/2015
T4-C3-12-F01a-20,PT4C312F01a,16703,02/06/2015
T4-C3-12-F01b-20,PT4C312F01b,23387,02/18/2015
T4-C3-12-W02c-20,PT4C312W02c,246,03/16/2015
T4-C3-12-W02d-20,PT4C312W02d,1791,03/16/2015
T4-C3-12-W01d-20,PT4C312W01d,1751,03/25/2015
T4-C3-12-W01c-20,PT4C312W01c,297,03/25/2015
T4-C3-12-W02e-20,PT4C312W02e,1755,03/16/2015
T4-C3-12-W01e-20,PT4C312W01e,1743,03/25/2015
T4-C3-03B-R01-20,PT4C303BR01,9219,10/30/2014
T4-C3-03B-R02-20,PT4C303BR02,8595,10/16/2014
T4-C3-02-R01-20,PT4C302R01,16406,10/07/2014
T4-C3-06-R01-20,PT4C306R01,11335,01/15/2015
T4-C3-07-R01-20,PT4C307R01,8782,02/03/2015
T4-C3-10-R04-20,PT4C310R04,1577,03/20/2015
T4-C3-01-R02-20,PT4C301R02,13196,09/11/2014
T4-C3-01-R01-20,PT4C301R01,17640,09/15/2014
T4-C3-02-R02-20,PT4C302R02,12567,08/05/2014
T4-C3-03-R02-20,PT4C303R02,3883,10/27/2014
T4-C3-03-R01-20,PT4C303R01,4228,10/07/2014
T4-C3-04-R02-20,PT4C304R02,12885,11/12/2014
T4-C3-04-R01-20,PT4C304R01,7312,11/17/2014
T4-C3-05-R02-20,PT4C305R02,12482,12/03/2014
T4-C3-05-R01-20,PT4C305R01,11937,12/10/2014
T4-C3-06-R02-20,PT4C306R02,12108,01/12/2015
T4-C3-07-R02-20,PT4C307R02,14833,01/29/2015
T4-C3-08-R02-20,PT4C308R02,12298,02/16/2015
T4-C3-08-R01-20,PT4C308R01,12868,02/20/2015
T4-C3-09-R03-20,PT4C309R03,7532,03/12/2015
T4-C3-09-R02-20,PT4C309R02,4979,03/20/2015
T4-C3-09-R01-20,PT4C309R01,1850,03/20/2015
T4-C3-10-R05-20,PT4C310R05,7094,03/12/2015
T4-C3-10-R02-20,PT4C310R02,10928,03/28/2015
T4-C3-10-R01-20,PT4C310R01,6825,03/28/2015
T4-C2-03B-R02-20,PT4C203BR02,4164,10/16/2014
T4-C2-01-R02-20,PT4C201R02,4910,09/17/2014
T4-C2-01-R01-20,PT4C201R01,6765,11/14/2014
T4-C2-02-R02-20,PT4C202R02,13680,09/17/2014
T4-C2-02-R01-20,PT4C202R01,7069,09/23/2014
T4-C2-03-R02-20,PT4C203R02,15752,10/02/2014
T4-C2-03-R01-20,PT4C203R01,8005,10/07/2014
T4-C2-04-R02-20,PT4C204R02,8411,11/11/2014
T4-C2-04-R01-20,PT4C204R01,6767,11/15/2014
T4-C2-05-R06-20,PT4C205R06,11005,12/12/2014
T4-C2-05-R05-20,PT4C205R05,4328,01/19/2015
T4-C2-05-R04a-20,PT4C205R04a,6648,02/27/2015
T4-C2-05-R04b-20,PT4C205R04b,6648,02/27/2015
T4-C2-05-R02-20,PT4C205R02,11075,03/24/2015
T4-C2-05-R01-20,PT4C205R01,8227,03/25/2015
T4-C2-03B-R01-20,PT4C203BR01,2328,10/21/2014
T4-C2-03B-F01-20,PT4C203BF01,4971,07/02/2014
T4-C2-06-F01-20,PT4C206F01,17606,08/14/2014
T4-C2-01-F01-20,PT4C201F01,11499,07/25/2014
T4-C2-02-F01-20,PT4C202F01,17192,07/25/2014
T4-C2-03-F01-20,PT4C203F01,39941,07/02/2014
T4-C2-04-F01-20,PT4C204F01,12194,07/25/2014
T4-C2-05-F01-20,PT4C205F01,16900,08/07/2014
T4-C2-07-F01a-20,PT4C207F01a,15882,08/22/2014
T4-C2-07-F01b-20,PT4C207F01b,16406,10/03/2014
T4-C2-08-F01a-20,PT4C208F01a,17957,11/11/2014
T4-C2-08-F01b-20,PT4C208F01b,16125,02/13/2015
T4-C2-08-W01e-20,PT4C208W01e,1733,01/16/2015
T4-C2-08-W02d-20,PT4C208W02d,1109,02/14/2015
T4-C2-08-W01d-20,PT4C208W01d,2406,01/15/2015
T4-C2-08-W02c-20,PT4C208W02c,100,02/14/2015
T4-C2-08-W01c-20,PT4C208W01c,100,01/14/2015
T4-C2-08-W02e-20,PT4C208W02e,540,02/14/2015
T4-C2-08-P04-20,PT4C208P04,1967,12/26/2014
T4-C2-07-P03-20,PT4C207P03,2370,02/25/2015
T4-C2-05-P04-20,PT4C205P04,3905,10/27/2014
T4-C2-05-P03-20,PT4C205P03,1229,10/31/2014
T4-C2-05-P02-20,PT4C205P02,1229,10/31/2014
T4-C2-05-P01-20,PT4C205P01,1895,10/31/2014
T4-C2-06-P04-20,PT4C206P04,3756,11/21/2014
T4-C2-06-P03-20,PT4C206P03,1884,11/21/2014
T4-C2-06-P02-20,PT4C206P02,972,12/02/2014
T4-C2-06-P01-20,PT4C206P01,2359,12/02/2014
T4-C2-07-P07-20,PT4C207P07,1715,01/08/2015
T4-C2-07-P06-20,PT4C207P06,2894,01/24/2015
T4-C2-07-P05-20,PT4C207P05,3483,02/18/2015
T4-C2-07-P04-20,PT4C207P04,4872,02/18/2015
T4-C2-07-P02b-20,PT4C207P02b,2636,03/16/2015
T4-C2-07-P01-20,PT4C207P01,243,03/17/2015
T4-C2-08-P05-20,PT4C208P05,1398,12/26/2014
T4-C2-08-P03-20,PT4C208P03,1546,03/10/2015
T4-C2-08-P02b-20,PT4C208P02b,1520,03/16/2015
T4-C2-08-P01-20,PT4C208P01,148,03/17/2015
T4-C2-08-P02a-20,PT4C208P02a,0,03/16/2015
T4-C2-07-P02a-20,PT4C207P02a,0,03/16/2015
T4-C2-03B-W01-20,PT4C203BW01,2337,09/03/2014
T4-C2-03B-W02-20,PT4C203BW02,1364,08/26/2014
T4-C2-05-W02-20,PT4C205W02,2999,09/12/2014
T4-C2-01-W02-20,PT4C201W02,1156,08/11/2014
T4-C2-01-W01-20,PT4C201W01,1144,08/11/2014
T4-C2-02-W02-20,PT4C202W02,4636,07/26/2014
T4-C2-02-W01-20,PT4C202W01,3403,08/11/2014
T4-C2-03-W02-20,PT4C203W02,7251,08/16/2014
T4-C2-03-W01-20,PT4C203W01,3735,08/25/2014
T4-C2-04-W02-20,PT4C204W02,2383,09/09/2014
T4-C2-04-W01-20,PT4C204W01,4639,10/06/2014
T4-C2-05-W01-20,PT4C205W01,4098,10/14/2014
T4-C2-06-W03-20,PT4C206W03,3532,09/25/2014
T4-C2-06-W02-20,PT4C206W02,4078,10/29/2014
T4-C2-06-W01-20,PT4C206W01,2046,11/19/2014
T4-C2-07-W07-20,PT4C207W07,2212,10/01/2014
T4-C2-07-W06-20,PT4C207W06,3602,01/06/2015
T4-C2-07-W05-20,PT4C207W05,5894,01/05/2015
T4-C2-07-W04b-20,PT4C207W04b,3775,02/19/2015
T4-C2-07-W03b-20,PT4C207W03b,4323,03/07/2015
T4-C2-07-W02b-20,PT4C207W02b,2240,03/17/2015
T4-C2-07-W01b-20,PT4C207W01b,4250,04/01/2015
T4-C2-08-W05-20,PT4C208W05,2986,02/10/2015
T4-C2-08-W04b-20,PT4C208W04b,2970,03/07/2015
T4-C2-08-W03b-20,PT4C208W03b,1193,03/07/2015
T4-C2-08-W02b-20,PT4C208W02b,333,03/17/2015
T4-C2-08-W01b-20,PT4C208W01b,1218,01/13/2015
T4-C2-07-W03a-20,PT4C207W03a,3586,03/07/2015
T4-C2-07-W02a-20,PT4C207W02a,855,03/08/2015
T4-C2-07-W04a-20,PT4C207W04a,3154,02/19/2015
T4-C2-07-W01a-20,PT4C207W01a,2826,04/01/2015
T4-C2-08-W04a-20,PT4C208W04a,1958,02/19/2015
T4-C2-08-W03a-20,PT4C208W03a,1278,02/19/2015
T4-C2-08-W02a-20,PT4C208W02a,333,03/24/2015
T4-C2-08-W01a-20,PT4C208W01a,1218,01/13/2015
T4-C1-02-P08-20,PT4C102P08,2690,11/27/2014
T4-C1-02-P09-20,PT4C102P09,1270,11/27/2014
T4-C1-02-P07-20,PT4C102P07,3137,12/12/2014
T4-C1-02-P06-20,PT4C102P06,5407,12/12/2014
T4-C1-02-P05-20,PT4C102P05,3917,01/02/2015
T4-C1-02-P04-20,PT4C102P04,4188,01/02/2015
T4-C1-02-P03-20,PT4C102P03,769,02/04/2015
T4-C1-02-P02b-20,PT4C102P02b,3081,02/04/2015
T4-C1-02-P01-20,PT4C102P01,194,03/07/2015
T4-C1-03-P05-20,PT4C103P05,237,03/16/2015
T4-C1-03-P04-20,PT4C103P04,1245,03/16/2015
T4-C1-03-P03-20,PT4C103P03,769,04/07/2015
T4-C1-03-P02b-20,PT4C103P02b,3081,04/07/2015
T4-C1-03-P01-20,PT4C103P01,194,04/08/2015
T4-C1-02-P02a-20,PT4C102P02a,0,02/04/2015
T4-C1-03-P02a-20,PT4C103P02a,0,04/07/2015
T4-C1-03-W02d-20,PT4C103W02d,2980,03/18/2015
T4-C1-03-W01d-20,PT4C103W01d,4515,04/13/2015
T4-C1-03-W02c-20,PT4C103W02c,0,03/18/2015
T4-C1-03-W01c-20,PT4C103W01c,0,04/13/2015
T4-C1-03-W02e-20,PT4C103W02e,818,03/18/2015
T4-C1-03-W01e-20,PT4C103W01e,2729,04/13/2015
T4-C1-02-W04a-20,PT4C102W04a,5883,11/24/2014
T4-C1-02-W03a-20,PT4C102W03a,4094,01/05/2015
T4-C1-02-W02a-20,PT4C102W02a,882,04/08/2015
T4-C1-02-W01a-20,PT4C102W01a,3491,04/13/2015
T4-C1-03-W04a-20,PT4C103W04a,2065,11/27/2014
T4-C1-03-W03a-20,PT4C103W03a,3053,01/05/2015
T4-C1-03-W02a-20,PT4C103W02a,513,04/08/2015
T4-C1-03-W01a-20,PT4C103W01a,0,04/13/2015
T4-C1-03-F01b-20,PT4C103F01b,19202,12/17/2014
T4-C1-01-F01-20,PT4C101F01,29768,06/20/2014
T4-C1-02-F01a-20,PT4C102F01a,15253,08/30/2014
T4-C1-02-F01b-20,PT4C102F01b,15844,08/29/2014
T4-C1-03-F01a-20,PT4C103F01a,18792,10/01/2014
T4-C1-03-F01c-20,PT4C103F01c,6750,01/27/2015
T4-C1-01-R02-20,PT4C101R02,94,04/17/2015
T4-C1-01-R07-20,PT4C101R07,16153,10/03/2014
T4-C1-01-R06-20,PT4C101R06,7857,10/08/2014
T4-C1-01-R05-20,PT4C101R05,1366,10/13/2014
T4-C1-01-R04a-20,PT4C101R04a,5374,01/27/2015
T4-C1-01-R04b-20,PT4C101R04b,5374,02/18/2015
T4-C1-01-R03a-20,PT4C101R03a,102,03/31/2015
T4-C1-01-R03b-20,PT4C101R03b,102,03/31/2015
T4-C1-01-R01-20,PT4C101R01,4853,04/17/2015
T4-C1-03-W02b-20,PT4C103W02b,676,02/07/2015
T4-C1-03-W01b-20,PT4C103W01b,1284,04/13/2015
T4-C1-01-W03-20,PT4C101W03,5327,07/28/2014
T4-C1-01-W02-20,PT4C101W02,7299,08/20/2014
T4-C1-01-W01-20,PT4C101W01,2195,09/01/2014
T4-C1-02-W07-20,PT4C102W07,490,10/02/2014
T4-C1-02-W06-20,PT4C102W06,4840,10/07/2014
T4-C1-02-W05-20,PT4C102W05,2225,10/16/2014
T4-C1-02-W04b-20,PT4C102W04b,7992,10/31/2014
T4-C1-02-W03b-20,PT4C102W03b,5970,12/12/2014
T4-C1-02-W02b-20,PT4C102W02b,1955,07/26/2014
T4-C1-02-W01b-20,PT4C102W01b,3302,09/29/2014
T4-C1-03-W05-20,PT4C103W05,1532,01/12/2015
T4-C1-03-W04b-20,PT4C103W04b,2398,01/23/2015
T4-C1-03-W03b-20,PT4C103W03b,4373,02/06/2015
VS3-C04a-1-20,PVS3C04a1,34510,06/10/2013
VS3-C02a-1-20,PVS3C02a1,4321,08/26/2013
VS3-C03a-2-20,PVS3C03a2,8535,08/15/2013
VS3-C02a-2-20,PVS3C02a2,7257,08/29/2013
VS3-C05a-1-20,PVS3C05a1,25168,05/06/2013
VS3-C03a-1-20,PVS3C03a1,6109,08/09/2013
VS3-C05a-2-20,PVS3C05a2,21638,05/02/2013
VS3-C03a-5-20,PVS3C03a5,8422,07/13/2013
VS3-C02a-3-20,PVS3C02a3,7291,09/14/2013
VS3-C04a-2-20,PVS3C04a2,29519,05/29/2013
VS3-C02a-5-20,PVS3C02a5,7291,08/01/2013
VS3-C02a-4-20,PVS3C02a4,7259,09/21/2013
VS3-C03a-3-20,PVS3C03a3,8422,09/03/2013
VS3-C03a-4-20,PVS3C03a4,8534,09/12/2013
VS3-C03a-7-20,PVS3C03a7,6118,06/21/2013
VS3-C02a-7-20,PVS3C02a7,4458,07/05/2013
VS3-C03a-6-20,PVS3C03a6,8534,07/10/2013
VS3-C04a-3-20,PVS3C04a3,34157,05/23/2013
VS3-C02a-6-20,PVS3C02a6,7259,07/24/2013
VS3-C05a-3-20,PVS3C05a3,25249,04/25/2013
VS3-C01a-20,PVS3C01a,81430,08/27/2013
VS3-C05b-1-20,PVS3C05b1,19693,05/06/2013
VS3-C03b-2-20,PVS3C03b2,4407,08/15/2013
VS3-C03b-1-20,PVS3C03b1,4914,08/09/2013
VS3-C04b-1-20,PVS3C04b1,19713,06/10/2013
VS3-C02b-2-20,PVS3C02b2,1911,08/29/2013
VS3-C01b-1-20,PVS3C01b1,27081,08/27/2013
VS3-C02b-1-20,PVS3C02b1,1912,08/26/2013
VS3-C02b-5-20,PVS3C02b5,2562,08/01/2013
VS3-C02b-4-20,PVS3C02b4,1739,09/21/2013
VS3-C03b-4-20,PVS3C03b4,3942,09/12/2013
VS3-C02b-3-20,PVS3C02b3,2414,09/14/2013
VS3-C04b-2-20,PVS3C04b2,16483,05/29/2013
VS3-C05b-2-20,PVS3C05b2,12089,05/02/2013
VS3-C03b-3-20,PVS3C03b3,5185,09/03/2013
VS3-C01b-2-20,PVS3C01b2,18616,11/13/2013
VS3-C03b-5-20,PVS3C03b5,5377,07/13/2013
VS3-C02b-7-20,PVS3C02b7,1877,07/05/2013
VS3-C02b-6-20,PVS3C02b6,1613,07/24/2013
VS3-C03b-6-20,PVS3C03b6,3678,07/10/2013
VS3-C04b-3-20,PVS3C04b3,19628,05/23/2013
VS3-C03b-7-20,PVS3C03b7,4877,06/21/2013
VS3-C01b-3-20,PVS3C01b3,30574,09/06/2013
VS3-C05b-3-20,PVS3C05b3,20787,04/25/2013
VS3-W07-20,PVS3W07,87768,09/23/2013
VS3-W06-20,PVS3W06,84408,10/07/2013
VS3-W05-20,PVS3W05,59837,10/16/2013
VS3-W04-20,PVS3W04,60113,10/28/2013
VS3-W03-20,PVS3W03,60113,11/08/2013
VS3-W02-20,PVS3W02,55591,11/21/2013
VS3-W01-20,PVS3W01,32971,01/23/2015
VS4-C03a-2-20,PVS4C03a2,8535,08/13/2013
VS4-C02a-1-20,PVS4C02a1,4301,08/29/2013
VS4-C02a-2-20,PVS4C02a2,7153,09/06/2013
VS4-C03a-1-20,PVS4C03a1,6109,08/06/2013
VS4-C04a-1-20,PVS4C04a1,34381,07/06/2013
VS4-C05a-1-20,PVS4C05a1,25175,06/06/2013
VS4-C03a-5-20,PVS4C03a5,8422,07/20/2013
VS4-C03a-3-20,PVS4C03a3,8422,08/22/2013
VS4-C02a-3-20,PVS4C02a3,7187,09/19/2013
VS4-C04a-2-20,PVS4C04a2,29500,06/25/2013
VS4-C05a-2-20,PVS4C05a2,21638,04/22/2013
VS4-C02a-5-20,PVS4C02a5,7187,07/31/2013
VS4-C03a-4-20,PVS4C03a4,8534,10/17/2013
VS4-C02a-4-20,PVS4C02a4,7155,11/06/2013
VS4-C04a-3-20,PVS4C04a3,34023,05/15/2013
VS4-C03a-7-20,PVS4C03a7,6142,06/08/2013
VS4-C03a-6-20,PVS4C03a6,8534,07/17/2013
VS4-C02a-6-20,PVS4C02a6,7155,07/30/2013
VS4-C05a-3-20,PVS4C05a3,25281,04/18/2013
VS4-C02a-7-20,PVS4C02a7,4436,07/01/2013
VS4-C02b-1-20,PVS4C02b1,1912,09/27/2013
VS4-C03b-1-20,PVS4C03b1,4914,08/06/2013
VS4-C02b-2-20,PVS4C02b2,1911,09/06/2013
VS4-C03b-2-20,PVS4C03b2,4407,08/13/2013
VS4-C04b-1-20,PVS4C04b1,20422,07/06/2013
VS4-C05b-1-20,PVS4C05b1,19693,06/06/2013
VS4-C01b-1-20,PVS4C01b1,27081,10/26/2013
VS4-C03b-5-20,PVS4C03b5,5377,07/20/2013
VS4-C02b-5-20,PVS4C02b5,2562,07/31/2013
VS4-C05b-2-20,PVS4C05b2,12089,04/22/2013
VS4-C03b-3-20,PVS4C03b3,5185,08/22/2013
VS4-C02b-3-20,PVS4C02b3,2414,09/19/2013
VS4-C01b-2-20,PVS4C01b2,18616,12/10/2013
VS4-C02b-4-20,PVS4C02b4,1739,11/06/2013
VS4-C03b-4-20,PVS4C03b4,3942,10/17/2013
VS4-C04b-2-20,PVS4C04b2,15250,06/25/2013
VS4-C02b-6-20,PVS4C02b6,1613,07/30/2013
VS4-C03b-7-20,PVS4C03b7,4877,06/08/2013
VS4-C03b-6-20,PVS4C03b6,3678,07/17/2013
VS4-C02b-7-20,PVS4C02b7,1877,07/01/2013
VS4-C04b-3-20,PVS4C04b3,19628,05/15/2013
VS4-C01b-3-20,PVS4C01b3,30574,09/19/2013
VS4-C05b-3-20,PVS4C05b3,20787,04/18/2013
VS4-W06-20,PVS4W06,84408,10/24/2013
VS4-W03-20,PVS4W03,60113,12/07/2013
VS4-W02-20,PVS4W02,55591,03/14/2014
VS4-W05-20,PVS4W05,59837,11/08/2013
VS4-W04-20,PVS4W04,60113,11/22/2013
VS4-W01-20,PVS4W01,32971,10/13/2014
VS4-W07-20,PVS4W07,87768,10/10/2013
T1-C2-04-F01-20,PT1C204F01,27485,04/01/2013
T1-C2-07-F01b-20,PT1C207F01b,16406,08/21/2014
T1-C2-01-F01-20,PT1C201F01,11499,05/21/2013
T1-C2-05-F01-20,PT1C205F01,16891,06/21/2014
T1-C2-06-F01-20,PT1C206F01,17606,07/23/2014
T1-C2-07-F01a-20,PT1C207F01a,15882,08/08/2014
T1-C2-02-F01-20,PT1C202F01,17192,05/21/2013
T1-C2-03-F01-20,PT1C203F01,27544,10/18/2013
T1-C2-08-F01a-20,PT1C208F01a,17957,09/04/2014
T1-C2-08-F01b-20,PT1C208F01b,15252,12/09/2014
T1-C2-02-R01-20,PT1C202R01,7338,07/08/2014
T1-C2-03-R01-20,PT1C203R01,10274,07/25/2014
T1-C2-03-R02-20,PT1C203R02,12578,07/22/2014
T1-C2-01-R02-20,PT1C201R02,4860,07/02/2014
T1-C2-05-R05-20,PT1C205R05,7968,09/10/2014
T1-C2-01-R01-20,PT1C201R01,6704,07/08/2014
T1-C2-02-R02-20,PT1C202R02,15327,07/02/2014
T1-C2-04-R02-20,PT1C204R02,11734,08/14/2014
T1-C2-04-R01-20,PT1C204R01,10250,08/20/2014
T1-C2-05-R06-20,PT1C205R06,8716,09/06/2014
T1-C2-05-R04a-20,PT1C205R04a,10152,01/16/2015
T1-C2-05-R04b-20,PT1C205R04b,0,09/15/2014
T1-C2-05-R02-20,PT1C205R02,7274,01/30/2015
T1-C2-05-R01-20,PT1C205R01,10791,01/30/2015
T1-C2-06-W02-20,PT1C206W02,4078,08/15/2014
T1-C2-04-W01-20,PT1C204W01,6571,06/05/2014
T1-C2-08-W04b-20,PT1C208W04b,2817,10/15/2014
T1-C2-02-W02-20,PT1C202W02,4636,05/26/2014
T1-C2-01-W01-20,PT1C201W01,1144,05/30/2014
T1-C2-02-W01-20,PT1C202W01,3403,05/30/2014
T1-C2-05-W02-20,PT1C205W02,3000,07/14/2014
T1-C2-01-W02-20,PT1C201W02,1156,05/26/2014
T1-C2-07-W05-20,PT1C207W05,5894,09/19/2014
T1-C2-07-W04b-20,PT1C207W04b,3222,10/16/2014
T1-C2-07-W03b-20,PT1C207W03b,3569,10/16/2014
T1-C2-07-W02b-20,PT1C207W02b,890,02/03/2015
T1-C2-07-W01b-20,PT1C207W01b,2949,02/03/2015
T1-C2-08-W05-20,PT1C208W05,2731,01/03/2015
T1-C2-08-W03b-20,PT1C208W03b,1292,01/15/2015
T1-C2-08-W02b-20,PT1C208W02b,0,02/03/2015
T1-C2-08-W01b-20,PT1C208W01b,0,02/03/2015
T1-C2-03-W02-20,PT1C203W02,5098,06/03/2014
T1-C2-03-W01-20,PT1C203W01,3332,06/07/2014
T1-C2-04-W02-20,PT1C204W02,4804,05/28/2014
T1-C2-05-W01-20,PT1C205W01,4098,07/24/2014
T1-C2-06-W03-20,PT1C206W03,3532,08/05/2014
T1-C2-07-W07-20,PT1C207W07,2212,08/30/2014
T1-C2-07-W06-20,PT1C207W06,3602,09/09/2014
T1-C2-06-W01-20,PT1C206W01,2046,08/21/2014
T1-C2-08-P01-20,PT1C208P01,148,02/11/2015
T1-C2-07-P07-20,PT1C207P07,1715,09/18/2014
T1-C2-07-P06-20,PT1C207P06,2894,10/03/2014
T1-C2-07-P05-20,PT1C207P05,3483,10/18/2014
T1-C2-07-P03-20,PT1C207P03,2370,11/26/2014
T1-C2-07-P02-20,PT1C207P02,2636,12/17/2014
T1-C2-07-P01-20,PT1C207P01,243,12/23/2014
T1-C2-05-P04-20,PT1C205P04,3905,07/26/2014
T1-C2-05-P03-20,PT1C205P03,1229,07/31/2014
T1-C2-05-P02-20,PT1C205P02,1229,08/07/2014
T1-C2-06-P03-20,PT1C206P03,1850,08/18/2014
T1-C2-06-P01-20,PT1C206P01,2338,08/26/2014
