lift,actual_start,actual_quantity
PH2W6AW03,08/09/2012,105
PH2W6AW02,08/22/2012,38
PH2W6AW01,09/03/2012,37
PH2W6BF03,02/25/2012,1056
PH2W6BF02,04/24/2012,694
PH2W6BF01,05/16/2012,160
PH2W6BW13a,05/25/2012,230
PH2W6BW13b,07/17/2012,412
PH2W6BW13c,06/27/2012,207
PH2W6BW12a,06/21/2012,179
PH2W6BW12b,07/24/2012,452
PH2W6BW12c,07/12/2012,169
PH2W6BW11a,08/27/2012,556
PH2W6BW11b,08/22/2012,281
PH2W6BW10,09/04/2012,1139
PH2W6BW09a,09/29/2012,213
PH2W6BW09b,11/14/2012,125
PH2W6BW08a,10/05/2012,92
PH2W6BW08b,11/22/2012,152
PH2W6BW07,02/27/2013,504
PH2W6BW06,03/19/2013,525
PH2W6BW05,04/19/2013,464
PH2W6BW04,05/17/2013,472
PH2W6BW03,05/30/2013,184
PH2W6BW02,08/05/2014,217
PH2W6BW01,08/14/2014,213
PH2W6CF03,10/20/2011,1176
PH2W6CF02,11/22/2011,681.55
PH2W6CF01,04/16/2012,336
PH2W6CW13a,06/05/2012,867
PH2W6CW13b,06/05/2012,0
PH2W6CW13c,06/05/2012,0
PH2W6CW12a,08/15/2012,801
PH2W6CW12b,08/15/2012,0
PH2W6CW12c,08/15/2012,0
PH2W6CW11a,10/30/2012,510
PH2W6CW11b,10/23/2012,304
PH2W6CW10,12/27/2012,1097
PH2W6CW09a,04/06/2013,481
PH2W6CW09b,02/08/2013,56
PH2W6CW09c,02/08/2013,56
PH2W6CW08a,05/01/2013,505
PH2W6CW08b,02/22/2013,58
PH2W6CW08c,02/22/2013,58
PH2W6CW07,06/18/2013,1054
PH2W6CW06,07/06/2013,1082
PH2W6CW05,07/18/2013,1016
PH2W6CW04,07/31/2013,1064
PH2W6CW03,08/16/2013,1112
PH2W6CW02,07/09/2014,477
PH2W6CW01,07/24/2014,454
PH2W6DF06,10/27/2011,240
PH2W6DF05,11/09/2011,703
PH2W6DF04,11/21/2011,697
PH2W6DF03,01/10/2012,1088.02
PH2W6DF02,05/14/2012,652
PH2W6DF01,05/25/2012,168
PH2W6DW13a,06/28/2012,203
PH2W6DW13b,07/10/2012,403
PH2W6DW13c,07/04/2012,180
PH2W6DW12a,07/13/2012,167
PH2W6DW12b,07/26/2012,417
PH2W6DW12c,07/21/2012,166
PH2W6DW11a,09/03/2012,508
PH2W6DW11b,08/30/2012,284
PH2W6DW10,09/11/2012,1093
PH2W6DW09a,10/19/2012,0
PH2W6DW09b,10/19/2012,152
PH2W6DW08a,10/05/2012,124
PH2W6DW08b,10/31/2012,152
PH2W6DW07,12/11/2012,465
PH2W6DW06,01/25/2013,496
PH2W6DW05,02/09/2013,428
PH2W6DW04,02/20/2013,509
PH2W6DW03,03/04/2013,464
PH2W6DW02,07/03/2014,204
PH2W6DW01,07/22/2014,203
PH2W6EF06,10/27/2011,128
PH2W6EF05,11/09/2011,0
PH2W6EF04,11/21/2011,0
PH2W6EF03,12/01/2011,496
PH2W6EF02,12/19/2011,384
PH2W6EF01,01/05/2012,120
PH2W6EW13a,01/06/2012,0
PH2W6EW13b,01/24/2012,389
PH2W6EW13c,01/05/2012,58
PH2W6EW12a,01/28/2012,130
PH2W6EW12b,01/23/2012,316
PH2W6EW12c,02/02/2012,56
PH2W6EW11a,03/16/2012,272
PH2W6EW11b,03/16/2012,272
PH2W6EW10,03/31/2012,769
PH2W6EW09a,04/28/2012,176
PH2W6EW09b,04/28/2012,0
PH2W6EW08a,05/14/2012,184
PH2W6EW08b,05/14/2012,0
PH2W6EW07,06/04/2012,384
PH2W6EW06,06/26/2012,382
PH2W6EW05,07/13/2012,83
PH2W6EW04,08/08/2012,18
PH2C5AF03,06/16/2012,712
PH2C5AF02,07/04/2012,227
PH2C5AF01,07/18/2012,138
PH2C5BF03,11/13/2012,1194
PH2C5BF02,11/30/2012,472
PH2C5BF01,12/07/2012,488
PH2C5CF06,12/21/2012,248
PH2C5CF05,12/28/2012,521.56
PH2C5CF04,01/10/2013,512
PH2C5CF03,01/17/2013,684
PH2C5CF02,01/29/2013,200
PH2C5CF01,02/05/2013,176
PH2C4AF03,05/29/2012,724
PH2C4AF02,06/29/2012,243
PH2C4AF01,07/10/2012,130
PH2C4BF03,09/07/2012,1177
PH2C4BF02,10/20/2012,456
PH2C4BF01,10/29/2012,532
PH2C4CF06,11/07/2011,278
PH2C4CF05,11/12/2011,456
PH2C4CF04,11/16/2011,528
PH2C4CF03,11/25/2011,727
PH2C4CF02,01/03/2012,224
PH2C4CF01,01/27/2012,138
PH2E3AF07,09/15/2011,766
PH2E3AF06,09/26/2011,944
PH2E3AF05a,10/13/2011,360
PH2E3AF05b,10/11/2011,336
PH2E3AF05c,10/18/2011,284
PH2E3AF04a,10/23/2011,464
PH2E3AF04b,10/22/2011,411
PH2E3AF04c,11/01/2011,296
PH2E3AF03,12/12/2011,1762.14
PH2E3AF02,02/25/2012,682
PH2E3AF01,03/10/2012,635.98
PH2E3AW12a,03/26/2012,997
PH2E3AW12b,03/26/2012,0
PH2E3AW11,04/12/2012,1021
PH2E3AW10,05/01/2012,932
PH2E3AW09,05/18/2012,872
PH2E3AW08,10/03/2012,800
PH2E3AW07,10/16/2012,625
PH2E3AW06,11/14/2012,672.32
PH2E3AW05,07/27/2013,578
PH2E3AW04,08/21/2013,620
PH2E3AW03a,09/07/2013,342
PH2E3AW03b,09/03/2013,414
PH2E3AW02,09/20/2013,276
PH2E3AW01,09/30/2013,147
PH2E3BF07,11/14/2011,792
PH2E3BF06,12/23/2011,840
PH2E3BF05a,07/05/2012,958
PH2E3BF05b,07/05/2012,0
PH2E3BF05c,07/05/2012,0
PH2E3BF04a,08/06/2012,815
PH2E3BF04b,08/06/2012,0
PH2E3BF04c,08/06/2012,0
PH2E3BF03,08/31/2012,1692
PH2E3BF02,09/24/2012,645
PH2E3BF01,11/09/2012,745.2
PH2E3BW12,12/05/2012,993
PH2E3BW11,02/22/2013,976
PH2E3BW10,03/11/2013,988
PH2E3BW09,03/27/2013,997
PH2E3BW08,04/20/2013,970
PH2E3BW07,05/13/2013,816
PH2E3BW06,06/06/2013,916
PH2E3BW05,06/24/2013,860
PH2E3BW04,07/22/2013,932
PH2E3BW03a,08/20/2013,592
PH2E3BW03b,08/12/2013,737
PH2E3BW02,09/06/2013,583
PH2E3BW01,09/13/2013,280
PH2E3CF07,09/17/2011,760
PH2E3CF06,10/16/2011,1211
PH2E3CF05a,10/19/2011,356
PH2E3CF05b,10/16/2011,936
PH2E3CF05c,10/25/2011,294
PH2E3CF04a,11/11/2011,510
PH2E3CF04b,10/30/2011,718
PH2E3CF04c,11/23/2011,292
PH2E3CF03,01/24/2012,1707
PH2E3CF02,03/28/2012,621
PH2E3CF01,04/11/2012,611
PH2E3CW12a,05/11/2012,1014
PH2E3CW12b,05/11/2012,0
PH2E3CW11,06/18/2012,1040
PH2E3CW10,07/09/2012,975
PH2E3CW09,07/27/2012,592
PH2E3CW08,08/10/2012,1050
PH2E3CW07,10/27/2012,607.96
PH2E3CW06,11/20/2012,641
PH2E3CW05,12/22/2012,585
PH2E3CW04,01/14/2013,646
PH2E3CW03a,05/11/2013,332
PH2E3CW03b,04/12/2013,448
PH2E3CW02,06/07/2013,469
PH2E3CW01,06/29/2013,214
PH2E2AF03,10/06/2011,1036
PH2E2AF02,12/14/2011,1077
PH2E2AF01,02/03/2012,476
PH2E2AW12,02/16/2012,1182.5
PH2E2AW11,03/08/2012,738.94
PH2E2AW10,03/21/2012,433
PH2E2AW09,03/30/2012,651
PH2E2AW08,04/18/2012,661
PH2E2AW07,04/27/2012,496
PH2E2AW06,05/14/2012,480
PH2E2AW05,05/28/2012,460
PH2E2AW04,06/09/2012,496
PH2E2AW03a,03/23/2013,329
PH2E2AW03b,03/07/2013,232
PH2E2AW02,07/03/2014,223
PH2E2AW01,09/24/2014,101
PH2E2BF03,11/17/2011,1326
PH2E2BF02,02/06/2012,1030
PH2E2BF01,04/04/2012,540
PH2E2BW12,01/02/2013,772
PH2E2BW11,01/18/2013,817
PH2E2BW10,01/24/2013,812
PH2E2BW09,01/30/2013,812
PH2E2BW08,02/06/2013,816
PH2E2BW07,02/15/2013,636
PH2E2BW06,02/26/2013,684
PH2E2BW05,03/13/2013,702
PH2E2BW04,03/20/2013,813
PH2E2BW03a,05/27/2013,352
PH2E2BW03b,05/18/2013,456
PH2E2BW03c,04/04/2013,304
PH2E2BW02,06/26/2013,555
PH2E2BW01,09/12/2014,272
PH2E2CF03,10/27/2011,1083
PH2E2CF02,11/29/2011,1092
PH2E2CF01,01/07/2012,471.98
PH2E2CW12,01/25/2012,1210
PH2E2CW11,02/23/2012,716.14
PH2E2CW10,03/05/2012,448
PH2E2CW09,03/15/2012,688
PH2E2CW08,03/24/2012,640
PH2E2CW07,04/02/2012,484
PH2E2CW06,04/21/2012,509
PH2E2CW05,05/01/2012,488
PH2E2CW04,05/24/2012,507
PH2E2CW03a,07/20/2012,255
PH2E2CW03b,06/12/2012,428
PH2E2CW02,09/13/2012,328
PH2E2CW01,10/10/2014,193
PH2E1AF03,02/10/2012,1263
PH2E1AF02,03/01/2012,1122.52
PH2E1AF01,03/21/2012,545
PH2E1AW12,03/29/2012,1514
PH2E1AW11,04/26/2012,968
PH2E1AW10,06/15/2012,537
PH2E1AW09,06/25/2012,848
PH2E1AW08,07/11/2012,768
PH2E1AW07,07/26/2012,589
PH2E1AW06,08/20/2012,608
PH2E1AW05,09/07/2012,560
PH2E1AW04,09/27/2012,608
PH2E1AW03a,03/20/2013,271
PH2E1AW03b,10/20/2012,339
PH2E1A+1BW03,01/04/2013,93
PH2E1AW02,07/06/2013,253
PH2E1AW01,10/03/2014,99
PH2E1BF03,04/17/2012,1216
PH2E1BF02,05/08/2012,1180
PH2E1BF01,05/22/2012,665
PH2E1BW12,06/14/2012,946
PH2E1BW11,07/06/2012,1053
PH2E1BW10,07/20/2012,1056
PH2E1BW09,07/31/2012,976
PH2E1BW08,08/09/2012,986
PH2E1BW07,10/11/2012,808
PH2E1BW06,11/01/2012,904.02
PH2E1BW05,11/23/2012,848
PH2E1BW04,12/14/2012,957
PH2E1BW03a,01/03/2013,513
PH2E1BW03b,07/25/2013,646
PH2E1B+1CW03,01/03/2013,97
PH2E1BW02,07/06/2013,476
PH2E1BW01,10/03/2014,240
PH2E1CF03,02/04/2012,1242
PH2E1CF02,03/05/2012,1126.51
PH2E1CF01,03/27/2012,609
PH2E1CW12,04/10/2012,1367
PH2E1CW11,05/30/2012,964
PH2E1CW10,06/19/2012,528
PH2E1CW09,07/02/2012,780
PH2E1CW08,07/16/2012,764
PH2E1CW07,08/03/2012,592
PH2E1CW06,08/29/2012,580
PH2E1CW05,09/17/2012,578
PH2E1CW04,10/05/2012,632
PH2E1CW03a,02/09/2013,352
PH2E1CW03b,01/17/2013,426
PH2E1CW02,07/10/2013,326
PH2E1CW01,10/04/2014,173
PH2E2B&3BTapas,01/20/2015,0
PH3W6AF03,04/09/2012,614
PH3W6AF02,04/19/2012,360
PH3W6AF01,07/18/2012,322
PH3W6AW14a,08/03/2012,214
PH3W6AW14b,07/23/2012,128
PH3W6AW14c,08/28/2012,57
PH3W6AW13a,01/15/2013,166
PH3W6AW13b,08/17/2012,306
PH3W6AW13c,09/12/2012,57
PH3W6AW12,07/12/2013,185
PH3W6AW11,07/18/2013,345
PH3W6AW10,07/29/2013,725
PH3W6AW09a,11/28/2013,176
PH3W6AW09b,11/28/2013,0
PH3W6AW08a,12/04/2013,184
PH3W6AW08b,12/04/2013,0
PH3W6AW07,12/14/2013,385
PH3W6AW06,12/20/2013,355
PH3W6AW05,01/11/2014,169
PH3W6AW04a,03/17/2014,133
PH3W6AW04b,03/17/2014,0
PH3W6AW03,04/01/2014,109
PH3W6AW02,07/22/2014,74
PH3W6AW01,07/28/2014,31
PH3W6BF03,05/11/2012,928
PH3W6BF02,05/28/2012,656
PH3W6BF01,06/23/2012,272
PH3W6BW14a,06/21/2012,227
PH3W6BW14b,07/09/2012,176
PH3W6BW14c,08/13/2012,196
PH3W6BW13a,07/09/2012,176
PH3W6BW13b,08/09/2012,408
PH3W6BW13c,09/03/2012,169
PH3W6BW12,03/06/2013,333
PH3W6BW11,03/11/2013,524
PH3W6BW10,04/03/2013,1170
PH3W6BW09a,05/31/2013,280
PH3W6BW09b,05/31/2013,0
PH3W6BW08a,06/15/2013,248
PH3W6BW08b,06/15/2013,0
PH3W6BW07,08/30/2013,463
PH3W6BW06,09/16/2013,485
PH3W6BW05,09/28/2013,473
PH3W6BW04a,10/11/2013,464
PH3W6BW04b,10/11/2013,0
PH3W6BW03,10/21/2013,492
PH3W6BW02,11/02/2013,408
PH3W6BW01,06/13/2014,219
PH3W6CF03,09/25/2012,968
PH3W6CF02,10/30/2012,727
PH3W6CF01,07/09/2013,292
PH3W6CW14a,07/26/2013,735
PH3W6CW14b,07/26/2013,0
PH3W6CW14c,07/26/2013,0
PH3W6CW13a,08/15/2013,860
PH3W6CW13b,08/15/2013,0
PH3W6CW13c,08/15/2013,0
PH3W6CW12,09/11/2013,290
PH3W6CW11,09/23/2013,484
PH3W6CW10,10/10/2013,1068
PH3W6CW09a,10/29/2013,588
PH3W6CW09b,10/29/2013,0
PH3W6CW09c,10/29/2013,0
PH3W6CW08a,11/15/2013,563
PH3W6CW08b,11/15/2013,0
PH3W6CW08c,11/15/2013,0
PH3W6CW07,11/28/2013,1056
PH3W6CW06,12/10/2013,1116
PH3W6CW05,12/19/2013,1112
PH3W6CW04,01/10/2014,1050
PH3W6CW03,03/05/2014,1073
PH3W6CW02,03/28/2014,937
PH3W6CW01,05/19/2014,465
PH3W6DF07,05/09/2012,0
PH3W6DF06,05/22/2012,0
PH3W6DF05,06/05/2012,0
PH3W6DF04,06/14/2012,0
PH3W6DF03,07/31/2012,909
PH3W6DF02,08/20/2012,662
PH3W6DF01,10/05/2012,307
PH3W6DW14a,12/18/2012,174
PH3W6DW14b,10/15/2012,210
PH3W6DW14c,09/21/2012,189
PH3W6DW13a,02/19/2013,177
PH3W6DW13b,02/06/2013,400
PH3W6DW13c,02/15/2013,176
PH3W6DW12,04/08/2013,304
PH3W6DW11,04/22/2013,512
PH3W6DW10,05/14/2013,1144
PH3W6DW09a,10/16/2013,255
PH3W6DW09b,10/16/2013,0
PH3W6DW08a,10/23/2013,244
PH3W6DW08b,10/23/2013,0
PH3W6DW07,11/08/2013,464
PH3W6DW06,11/16/2013,465
PH3W6DW05,11/22/2013,385
PH3W6DW04a,12/04/2013,536
PH3W6DW04b,12/04/2013,0
PH3W6DW03,12/14/2013,480
PH3W6DW02,12/23/2013,411
PH3W6DW01,03/12/2014,204
PH3W6EF07,05/09/2012,349
PH3W6EF06,05/22/2012,448
PH3W6EF05,06/05/2012,456
PH3W6EF04,06/14/2012,740
PH3W6EF03,06/26/2012,430
PH3W6EF02,07/12/2012,376
PH3W6EF01,12/13/2012,201
PH3W6EW14a,01/04/2013,120.54
PH3W6EW14b,12/19/2012,133
PH3W6EW14c,01/04/2013,56.06
PH3W6EW13a,01/26/2013,114
PH3W6EW13b,01/24/2013,336
PH3W6EW13c,02/07/2013,64.56
PH3W6EW12,05/29/2013,198
PH3W6EW11,06/17/2013,328
PH3W6EW10,06/29/2013,689
PH3W6EW09a,08/19/2013,196
PH3W6EW09b,08/19/2013,0
PH3W6EW08a,09/03/2013,167
PH3W6EW08b,09/03/2013,0
PH3W6EW07,09/20/2013,373
PH3W6EW06,09/30/2013,381
PH3W6EW05,04/02/2014,76
PH3W6EW04,06/09/2014,67
PH3C5AF03,01/17/2013,689
PH3C5AF02,02/09/2013,273
PH3C5AF01,02/26/2013,137
PH3C5BF03,02/19/2013,1185
PH3C5BF02,04/02/2013,432
PH3C5BF01,04/22/2013,529
PH3C5CF07,10/09/2012,346
PH3C5CF06,10/19/2012,340
PH3C5CF05,10/29/2012,356.2
PH3C5CF04,11/07/2012,457.96
PH3C5CF03,12/26/2012,698
PH3C5CF02,01/09/2013,204
PH3C5CF01,01/22/2013,144
PH3C4AF03,04/11/2013,707
PH3C4AF02,05/10/2013,247
PH3C4AF01,05/22/2013,136
PH3C4BF03,05/11/2013,1282
PH3C4BF02,06/26/2013,440
PH3C4BF01,07/09/2013,544
PH3C4CF07,04/27/2013,257
PH3C4CF06,05/02/2013,312
PH3C4CF05,05/09/2013,364
PH3C4CF04,05/14/2013,416
PH3C4CF03,05/25/2013,753
PH3C4CF02,07/18/2013,208
PH3C4CF01,08/05/2013,152
PH3E3AF07,03/16/2012,787
PH3E3AF06,03/30/2012,731
PH3E3AF05a,04/23/2012,368
PH3E3AF05b,05/01/2012,348
PH3E3AF05c,07/02/2012,350
PH3E3AF04a,05/14/2012,304
PH3E3AF04b,05/25/2012,352
PH3E3AF04c,07/20/2012,304
PH3E3AF03,02/18/2013,1786
PH3E3AF02,04/24/2013,734
PH3E3AF01,05/08/2013,665
PH3E3AW13,05/24/2013,1033
PH3E3AW12,06/05/2013,995
PH3E3AW11,06/18/2013,853
PH3E3AW10,07/04/2013,840
PH3E3AW09,07/23/2013,778
PH3E3AW08,08/06/2013,624
PH3E3AW07a,08/20/2013,488
PH3E3AW07b,08/21/2013,0
PH3E3AW06a,09/09/2013,219
PH3E3AW06b,08/31/2013,518
PH3E3AW05,09/19/2013,594
PH3E3AW04,12/03/2013,432
PH3E3AW03,12/19/2013,326
PH3E3AW02a,03/21/2014,267
PH3E3AW01,05/21/2014,163
PH3E3BF07,06/04/2012,753
PH3E3BF06,08/28/2012,771
PH3E3BF05a,01/15/2013,588
PH3E3BF05b,01/15/2013,0
PH3E3BF05c,01/21/2013,382
PH3E3BF04a,01/30/2013,560
PH3E3BF04b,01/30/2013,0
PH3E3BF04c,02/05/2013,344
PH3E3BF03,05/28/2013,1740
PH3E3BF02,07/31/2013,617
PH3E3BF01,08/14/2013,782
PH3E3BW13,09/06/2013,1038
PH3E3BW12,10/02/2013,988
PH3E3BW11,10/23/2013,990
PH3E3BW10,11/07/2013,999
PH3E3BW09,11/19/2013,1028
PH3E3BW08,11/29/2013,846
PH3E3BW07a,12/12/2013,744
PH3E3BW07b,12/12/2013,0
PH3E3BW07c,12/12/2013,0
PH3E3BW06a,01/02/2014,1017
PH3E3BW06b,01/02/2014,0
PH3E3BW05,01/24/2014,1026
PH3E3BW04,03/25/2014,710
PH3E3BW03,04/21/2014,595
PH3E3BW02a,06/02/2014,547
PH3E3BW01,07/04/2014,311
PH3E3CF07,03/23/2012,740
PH3E3CF06,04/12/2012,1073
PH3E3CF05a,07/19/2012,372
PH3E3CF05b1,12/20/2012,633
PH3E3CF05b2,12/20/2012,280
PH3E3CF05c,12/11/2012,344
PH3E3CF04a,02/05/2013,296
PH3E3CF04b,01/14/2013,732
PH3E3CF04c,01/23/2013,293
PH3E3CF03,03/28/2013,1709
PH3E3CF02,08/09/2013,631
PH3E3CF01,08/17/2013,588
PH3E3CW13,08/24/2013,994
PH3E3CW12,09/02/2013,950
PH3E3CW11,09/12/2013,584
PH3E3CW10,09/21/2013,666
PH3E3CW09a,10/01/2013,669
PH3E3CW09b,10/09/2013,634
PH3E3CW08,10/17/2013,600
PH3E3CW07a,10/26/2013,585
PH3E3CW07b,10/26/2013,0
PH3E3CW06,11/09/2013,524
PH3E3CW05,11/21/2013,633
PH3E3CW04,12/07/2013,469
PH3E3CW03,12/26/2013,385
PH3E3CW02a,03/13/2014,374
PH3E3CW01,06/04/2014,204
PH3E2AF03,06/07/2012,1136
PH3E2AF02,06/28/2012,1074
PH3E2AF01,07/11/2012,444
PH3E2AW13,07/21/2012,817
PH3E2AW12,08/03/2012,728
PH3E2AW11,08/16/2012,672
PH3E2AW10,08/29/2012,640
PH3E2AW09,09/11/2012,646
PH3E2AW08,10/01/2012,482
PH3E2AW07,11/27/2012,493
PH3E2AW06,12/06/2012,441
PH3E2AW05,02/13/2013,478
PH3E2AW04,04/01/2013,372
PH3E2AW03,06/22/2013,264
PH3E2AW02,06/21/2014,222
PH3E2AW01,07/09/2014,109
PH3E2BF03,04/11/2013,1109
PH3E2BF02,05/20/2013,978
PH3E2BF01,06/10/2013,525
PH3E2BW13,08/08/2013,805
PH3E2BW12,08/23/2013,862
PH3E2BW11,08/29/2013,790
PH3E2BW10,09/04/2013,786
PH3E2BW09,09/11/2013,838
PH3E2BW08,09/23/2013,658
PH3E2BW07,10/04/2013,734
PH3E2BW06,10/12/2013,707
PH3E2BW05,10/18/2013,807
PH3E2BW04,10/31/2013,637
PH3E2BW03,11/18/2013,537
PH3E2BW02,12/16/2013,500
PH3E2BW01,07/17/2014,209
PH3E2CF03,05/03/2013,1165
PH3E2CF02,05/16/2013,1067
PH3E2CF01,05/29/2013,457
PH3E2CW13,06/04/2013,897
PH3E2CW12,06/24/2013,809
PH3E2CW11,07/10/2013,727
PH3E2CW10,07/25/2013,671
PH3E2CW09,08/03/2013,589
PH3E2CW08,08/12/2013,462
PH3E2CW07,08/19/2013,509
PH3E2CW06,08/26/2013,482
PH3E2CW05,09/02/2013,506
PH3E2CW04,09/14/2013,394
PH3E2CW03,09/30/2013,289
PH3E2CW02,10/19/2013,289
PH3E2CW01,07/24/2014,206
PH3E1AF03,02/08/2012,1292
PH3E1AF02,03/06/2012,1232
PH3E1AF01,03/21/2012,502
PH3E1AW13,04/16/2012,1064
PH3E1AW12,05/02/2012,904
PH3E1AW11,05/21/2012,867
PH3E1AW10,06/28/2012,835
PH3E1AW09,07/30/2012,870
PH3E1AW08,08/11/2012,599
PH3E1AW07,08/27/2012,643
PH3E1AW06,09/25/2012,561
PH3E1AW05,11/20/2012,651
PH3E1AW04,03/07/2013,426
PH3E1AW03,06/22/2013,275
PH3E1AW02,07/22/2014,217
PH3E1AW01,08/02/2014,100
PH3E1BF03,02/29/2012,1184
PH3E1BF02,04/09/2012,1116
PH3E1BF01,05/12/2012,646
PH3E1BW13,05/29/2012,992
PH3E1BW12,06/18/2012,992
PH3E1BW11,07/13/2012,976
PH3E1BW10,09/04/2012,1026
PH3E1BW09,09/18/2012,1017
PH3E1BW08,10/17/2012,825
PH3E1BW07,01/19/2013,944
PH3E1BW06,03/04/2013,862
PH3E1BW05,04/23/2013,1039
PH3E1BW04,04/12/2014,764
PH3E1BW03,05/22/2014,549
PH3E1BW02,06/17/2014,464
PH3E1BW01,07/30/2014,235
PH3E1CF03,02/16/2012,1318
PH3E1CF02,03/14/2012,1240
PH3E1CF01,03/28/2012,520
PH3E1CW13,04/23/2012,1020
PH3E1CW12,05/22/2012,928
PH3E1CW11,06/11/2012,864
PH3E1CW10,07/05/2012,866
PH3E1CW09,11/01/2012,783
PH3E1CW08,11/29/2012,577
PH3E1CW07,12/17/2012,623
PH3E1CW06,01/31/2013,602
PH3E1CW05,02/22/2013,728
PH3E1CW04,03/15/2013,463
PH3E1CW03,06/11/2013,324
PH3E1CW02,05/15/2014,317
PH3E1CW01,06/10/2014,247
PH4W6AF03,09/22/2012,464
PH4W6AF02,10/08/2012,580
PH4W6AF01,10/16/2012,592
PH4W6AW13a,11/08/2012,184.38
PH4W6AW12a,11/24/2012,184
PH4W6AW13b,12/07/2012,448
PH4W6AW13c,12/19/2012,96
PH4W6AW12b,01/02/2013,387.58
PH4W6AW12c,01/15/2013,84
PH4W6AW11,05/10/2013,269
PH4W6AW10,05/17/2013,773
PH4W6AW09a,06/07/2013,68
PH4W6AW09b,06/07/2013,165
PH4W6AW08a,06/14/2013,85
PH4W6AW08b,06/14/2013,156
PH4W6AW07,07/01/2013,418
PH4W6AW06,07/25/2013,441
PH4W6AW05,08/05/2013,421
PH4W6AW04,08/15/2013,458
PH4W6AW03,08/26/2013,433
PH4W6AW02b,09/05/2013,302
PH4W6AW02A,09/17/2013,256
PH4W6AW01,09/18/2014,167
PH4W6BF03,10/30/2012,432
PH4W6BF02,11/09/2012,560.3
PH4W6BF01,12/04/2012,451
PH4W6BW13a,01/10/2013,148
PH4W6BW12a,01/17/2013,147
PH4W6BW13c,01/26/2013,152
PH4W6BW13b,02/08/2013,378
PH4W6BW12c,02/09/2013,88
PH4W6BW12b,02/22/2013,336
PH4W6BW11,06/12/2013,244
PH4W6BW10,06/19/2013,718
PH4W6BW09a,07/18/2013,197
PH4W6BW09b,07/18/2013,0
PH4W6BW08a,07/29/2013,201
PH4W6BW08b,07/29/2013,0
PH4W6BW07,08/09/2013,449
PH4W6BW06,08/27/2013,448
PH4W6BW05,09/04/2013,421
PH4W6BW04,09/16/2013,433
PH4W6BW03,10/01/2013,431
PH4W6BW02b,10/12/2013,274
PH4W6BW02a,10/26/2013,241
PH4W6BW01,10/02/2014,154
PH4W6CF03,10/03/2012,656
PH4W6CF02,10/13/2012,824
PH4W6CF01,11/20/2012,812
PH4W6CW13a,04/26/2013,287
PH4W6CW13b,05/14/2013,584
PH4W6CW13c,05/14/2013,130
PH4W6CW12a,05/31/2013,168
PH4W6CW12b,05/31/2013,504
PH4W6CW12c,06/01/2013,156
PH4W6CW11,07/30/2013,335
PH4W6CW10,08/13/2013,916
PH4W6CW09a,08/28/2013,522
PH4W6CW09b,08/30/2013,150
PH4W6CW09c,08/30/2013,0
PH4W6CW08a,09/11/2013,471
PH4W6CW08b,09/13/2013,129
PH4W6CW08c,09/13/2013,0
PH4W6CW07,09/25/2013,1053
PH4W6CW06,10/21/2013,1058
PH4W6CW05,11/06/2013,1065
PH4W6CW04,11/19/2013,996
PH4W6CW03,12/05/2013,1114
PH4W6CW02b,12/16/2013,737
PH4W6CW02a,01/03/2014,685
PH4W6CW01,08/18/2014,402
PH4W6DF03,11/07/2012,504.04
PH4W6DF02,11/17/2012,710
PH4W6DF01,12/12/2012,554
PH4W6DW13a,12/28/2012,224
PH4W6DW12a,01/14/2013,208
PH4W6DW13c,01/23/2013,177
PH4W6DW12c,02/01/2013,148
PH4W6DW13b,02/25/2013,457
PH4W6DW12b,03/06/2013,370
PH4W6DW11,07/02/2013,315
PH4W6DW10,07/16/2013,928
PH4W6DW09a,10/28/2013,245
PH4W6DW09b,10/28/2013,0
PH4W6DW08a,11/02/2013,248
PH4W6DW08b,11/02/2013,0
PH4W6DW07,11/13/2013,512
PH4W6DW06,11/21/2013,521
PH4W6DW05,11/27/2013,504
PH4W6DW04,12/10/2013,520
PH4W6DW03,12/21/2013,512
PH4W6DW02b,01/11/2014,344
PH4W6DW02a,01/18/2014,317
PH4W6DW01,10/22/2014,181
PH4W6EF03,03/09/2013,628
PH4W6EF02,03/18/2013,905
PH4W6EF01,04/30/2013,694
PH4W6EW13b,05/11/2013,541
PH4W6EW13a,05/13/2013,282
PH4W6EW13c,05/17/2013,88
PH4W6EW12a,05/23/2013,233
PH4W6EW12b,05/27/2013,560
PH4W6EW12c,06/03/2013,96
PH4W6EW11,06/14/2013,393
PH4W6EW10,06/26/2013,1148
PH4W6EW09a,08/06/2013,321
PH4W6EW09b,08/06/2013,0
PH4W6EW08a,08/20/2013,288
PH4W6EW08b,08/20/2013,0
PH4W6EW07,09/09/2013,543
PH4W6EW06,09/26/2013,543
PH4W6EW05,10/09/2013,544
PH4W6EW04,10/23/2013,546
PH4W6EW03,09/23/2014,522
PH4W6EW02b,10/01/2014,351
PH4W6EW02a,10/02/2014,0
PH4W6EW01,10/30/2014,209
PH4C4AF03,01/19/2013,576
PH4C4AF02,01/28/2013,381.04
PH4C4AF01,02/15/2013,156
PH4C4BF03,03/26/2013,927
PH4C4BF02,04/08/2013,775
PH4C4BF01,04/18/2013,553
PH4C4CF03,02/26/2013,1283
PH4C4CF02,03/06/2013,989
PH4C4CF01,03/21/2013,282
PH4C5AF03,05/25/2013,616
PH4C5AF02,06/06/2013,445
PH4C5AF01,06/21/2013,148
PH4C5BF03,07/22/2013,941
