Activity ID,Activity Name,Start,Finish,Remaining Units,WBS Path,WBS Name,Resource Type,Resource Name
  UE-M19-C01-40,Concrete Placement,28-Jun-11,28-Jun-11,2,2.2.1.19.2.4,UE-M19-C01,Material,TB/CC
  UE-M18-C04-40,Concrete Placement,6-Jun-11,6-Jun-11,0,2.2.1.18.2.1,UE-M18-C04,Material,TB/CC
  UE-M18-C03-40,Concrete Placement,13-Jun-11,13-Jun-11,0,2.2.1.18.2.2,UE-M18-C03,Material,TB/CC
  UE-M18-F02-40,Concrete Placement,23-May-11,23-May-11,0,2.2.1.18.1.1,UE-M18-F02,Material,TB/CC
  UE-M18-F01-40,Concrete Placement,28-May-11,28-May-11,1,2.2.1.18.1.2,UE-M18-F01,Material,TB/CC
  UE-M17-C04-40,Concrete Placement,21-May-11,21-May-11,1,2.2.1.17.2.1,UE-M17-C04,Material,TB/CC
  UE-M17-C03-40,Concrete Placement,31-May-11,31-May-11,1,2.2.1.17.2.2,UE-M17-C03,Material,TB/CC
  UE-M17-C02-40,Concrete Placement,11-Jun-11,11-Jun-11,0,2.2.1.17.2.3,UE-M17-C02,Material,TB/CC
  UE-M17-C01-40,Concrete Placement,17-Jun-11,18-Jun-11,2,2.2.1.17.2.4,UE-M17-C01,Material,TB/CC
  UE-M17-F03-40,Concrete Placement,20-Apr-11,20-Apr-11,1,2.2.1.17.1.1,UE-M17-F03,Material,TB/CC
  UE-M17-F01-40,Concrete Placement,7-May-11,9-May-11,1,2.2.1.17.1.2,UE-M17-F01,Material,TB/CC
  UE-M17-F02-40,Concrete Placement,29-Apr-11,29-Apr-11,1,2.2.1.17.1.3,UE-M17-F02,Material,TB/CC
  UE-M17-W09-40,Concrete Placement,27-Jun-11,27-Jun-11,1,2.2.1.17.3.1,UE-M17-W09,Material,TB/CC
  UE-M16-C04-40,Concrete Placement,19-Apr-11,19-Apr-11,0,2.2.1.16.2.1,UE-M16-C04,Material,TB/CC
  UE-M16-C03-40,Concrete Placement,29-Apr-11,29-Apr-11,0,2.2.1.16.2.2,UE-M16-C03,Material,TB/CC
  UE-M16-C02-40,Concrete Placement,10-May-11,10-May-11,0,2.2.1.16.2.3,UE-M16-C02,Material,TB/CC
  UE-M16-C01-40,Concrete Placement,16-May-11,16-May-11,1,2.2.1.16.2.4,UE-M16-C01,Material,TB/CC
  UE-M16-F02-40,Concrete Placement,6-Apr-11,6-Apr-11,0,2.2.1.16.1.1,UE-M16-F02,Material,TB/CC
  UE-M16-F01-40,Concrete Placement,12-Apr-11,12-Apr-11,1,2.2.1.16.1.2,UE-M16-F01,Material,TB/CC
  UE-M16-W09-40,Concrete Placement,27-May-11,27-May-11,0,2.2.1.16.3.1,UE-M16-W09,Material,TB/CC
  UE-M16-W08-40,Concrete Placement,2-Jun-11,2-Jun-11,0,2.2.1.16.3.2,UE-M16-W08,Material,TB/CC
  UE-M16-W07-40,Concrete Placement,7-Jun-11,7-Jun-11,0,2.2.1.16.3.3,UE-M16-W07,Material,TB/CC
  UE-M14-C04-40,Concrete Placement,26-Mar-11,26-Mar-11,1,2.2.1.14.2.1,UE-M14-C04,Material,TB/CC
  UE-M14-C03-40,Concrete Placement,2-Apr-11,2-Apr-11,1,2.2.1.14.2.2,UE-M14-C03,Material,TB/CC
  UE-M14-C02-40,Concrete Placement,11-Apr-11,11-Apr-11,0,2.2.1.14.2.3,UE-M14-C02,Material,TB/CC
  UE-M14-C01-40,Concrete Placement,16-Apr-11,16-Apr-11,1,2.2.1.14.2.4,UE-M14-C01,Material,TB/CC
  UE-M14-F02-40,Concrete Placement,12-Mar-11,12-Mar-11,1,2.2.1.14.1.1,UE-M14-F02,Material,TB/CC
  UE-M14-F01-40,Concrete Placement,17-Mar-11,17-Mar-11,1,2.2.1.14.1.2,UE-M14-F01,Material,TB/CC
  UE-M14-W08-40,Concrete Placement,6-May-11,6-May-11,0,2.2.1.14.3.2,UE-M14-W08,Material,TB/CC
  UE-M14-W07-40,Concrete Placement,14-May-11,14-May-11,0,2.2.1.14.3.3,UE-M14-W07,Material,TB/CC
  UE-M13-C04-40,Concrete Placement,14-Mar-11,14-Mar-11,1,2.2.1.13.2.1,UE-M13-C04,Material,TB/CC
  UE-M13-C03-40,Concrete Placement,22-Mar-11,22-Mar-11,1,2.2.1.13.2.2,UE-M13-C03,Material,TB/CC
  UE-M13-C02-40,Concrete Placement,31-Mar-11,31-Mar-11,0,2.2.1.13.2.3,UE-M13-C02,Material,TB/CC
  UE-M13-C01-40,Concrete Placement,6-Apr-11,7-Apr-11,1,2.2.1.13.2.4,UE-M13-C01,Material,TB/CC
  UE-M13-F03-40,Concrete Placement,16-Feb-11,16-Feb-11,1,2.2.1.13.1.1,UE-M13-F03,Material,TB/CC
  UE-M13-F02-40,Concrete Placement,25-Feb-11,25-Feb-11,1,2.2.1.13.1.2,UE-M13-F02,Material,TB/CC
  UE-M13-F01-40,Concrete Placement,2-Mar-11,2-Mar-11,0,2.2.1.13.1.3,UE-M13-F01,Material,TB/CC
  UE-M13-W09-40,Concrete Placement,13-Apr-11,13-Apr-11,1,2.2.1.13.3.1,UE-M13-W09,Material,TB/CC
  UE-M13-W08-40,Concrete Placement,19-Apr-11,19-Apr-11,0,2.2.1.13.3.2,UE-M13-W08,Material,TB/CC
  UE-M12-C04-40,Concrete Placement,18-Feb-11,18-Feb-11,1,2.2.1.12.2.1,UE-M12-C04,Material,TB/CC
  UE-M12-C03-40,Concrete Placement,28-Feb-11,28-Feb-11,1,2.2.1.12.2.2,UE-M12-C03,Material,TB/CC
  UE-M12-C02-40,Concrete Placement,10-Mar-11,10-Mar-11,0,2.2.1.12.2.3,UE-M12-C02,Material,TB/CC
  UE-M12-C01-40,Concrete Placement,16-Mar-11,16-Mar-11,1,2.2.1.12.2.4,UE-M12-C01,Material,TB/CC
  UE-M12-W09-40,Concrete Placement,23-Mar-11,23-Mar-11,1,2.2.1.12.3.1,UE-M12-W09,Material,TB/CC
  UE-M12-W08-40,Concrete Placement,30-Mar-11,30-Mar-11,0,2.2.1.12.3.2,UE-M12-W08,Material,TB/CC
  UE-M12-W07-40,Concrete Placement,5-Apr-11,5-Apr-11,0,2.2.1.12.3.3,UE-M12-W07,Material,TB/CC
  UE-M12-F02-40,Concrete Placement,3-Feb-11,3-Feb-11,1,2.2.1.12.1.1,UE-M12-F02,Material,TB/CC
  UE-M12-F01-40,Concrete Placement,9-Feb-11,9-Feb-11,1,2.2.1.12.1.2,UE-M12-F01,Material,TB/CC
  UE-M10-C04-40,Concrete Placement,17-Jun-11,17-Jun-11,0,2.2.1.10.2.1,UE-M10-C04,Material,TB/CC
  UE-M10-C03-40,Concrete Placement,28-Jun-11,28-Jun-11,0,2.2.1.10.2.2,UE-M10-C03,Material,TB/CC
  UE-M10-C02-40,Concrete Placement,9-Jul-11,9-Jul-11,0,2.2.1.10.2.3,UE-M10-C02,Material,TB/CC
  UE-M10-C01-40,Concrete Placement,13-Jul-11,13-Jul-11,1,2.2.1.10.2.4,UE-M10-C01,Material,TB/CC
  UE-M10-F02-40,Concrete Placement,2-Jun-11,2-Jun-11,1,2.2.1.10.1.1,UE-M10-F02,Material,TB/CC
  UE-M10-F01-40,Concrete Placement,8-Jun-11,8-Jun-11,1,2.2.1.10.1.2,UE-M10-F01,Material,TB/CC
  UE-M10-W09-40,Concrete Placement,22-Jul-11,22-Jul-11,1,2.2.1.10.3.1,UE-M10-W09,Material,TB/CC
  UE-M10-W08-40,Concrete Placement,28-Jul-11,28-Jul-11,0,2.2.1.10.3.2,UE-M10-W08,Material,TB/CC
  UE-M09-F02-40,Concrete Placement,18-May-11,18-May-11,1,2.2.1.9.1.1,UE-M09-F02,Material,TB/CC
  UE-M09-F01-40,Concrete Placement,24-May-11,24-May-11,1,2.2.1.9.1.2,UE-M09-F01,Material,TB/CC
  UE-M09-C03-40,Concrete Placement,13-Jun-11,13-Jun-11,0,2.2.1.9.2.2,UE-M09-C03,Material,TB/CC
  UE-M09-C02-40,Concrete Placement,22-Jun-11,22-Jun-11,0,2.2.1.9.2.3,UE-M09-C02,Material,TB/CC
  UE-M09-C04-40,Concrete Placement,3-Jun-11,3-Jun-11,0,2.2.1.9.2.1,UE-M09-C04,Material,TB/CC
  UE-M09-C01-40,Concrete Placement,27-Jun-11,27-Jun-11,1,2.2.1.9.2.4,UE-M09-C01,Material,TB/CC
  UE-M09-W08-40,Concrete Placement,13-Jul-11,13-Jul-11,0,2.2.1.9.3.2,UE-M09-W08,Material,TB/CC
  UE-M09-W07-40,Concrete Placement,20-Jul-11,20-Jul-11,0,2.2.1.9.3.3,UE-M09-W07,Material,TB/CC
  UE-M09-W09-40,Concrete Placement,6-Jul-11,6-Jul-11,1,2.2.1.9.3.1,UE-M09-W09,Material,TB/CC
  UE-M06-C04-40,Concrete Placement,28-Apr-11,28-Apr-11,0,2.2.1.6.2.1,UE-M06-C04,Material,TB/CC
  UE-M06-C03-40,Concrete Placement,9-May-11,9-May-11,0,2.2.1.6.2.2,UE-M06-C03,Material,TB/CC
  UE-M06-C02-40,Concrete Placement,23-May-11,23-May-11,0,2.2.1.6.2.3,UE-M06-C02,Material,TB/CC
  UE-M06-C01-40,Concrete Placement,28-May-11,28-May-11,1,2.2.1.6.2.4,UE-M06-C01,Material,TB/CC
  UE-M06-F02-40,Concrete Placement,14-Apr-11,14-Apr-11,0,2.2.1.6.1.1,UE-M06-F02,Material,TB/CC
  UE-M06-F01-40,Concrete Placement,19-Apr-11,19-Apr-11,1,2.2.1.6.1.2,UE-M06-F01,Material,TB/CC
  UE-M08-C04-40,Concrete Placement,7-Jun-11,7-Jun-11,0,2.2.1.8.2.1,UE-M08-C04,Material,TB/CC
  UE-M08-C03-40,Concrete Placement,17-Jun-11,17-Jun-11,0,2.2.1.8.2.2,UE-M08-C03,Material,TB/CC
  UE-M08-C02-40,Concrete Placement,28-Jun-11,28-Jun-11,0,2.2.1.8.2.3,UE-M08-C02,Material,TB/CC
  UE-M08-C01-40,Concrete Placement,5-Jul-11,5-Jul-11,1,2.2.1.8.2.4,UE-M08-C01,Material,TB/CC
  UE-M08-F02-40,Concrete Placement,20-May-11,20-May-11,1,2.2.1.8.1.1,UE-M08-F02,Material,TB/CC
  UE-M08-F01-40,Concrete Placement,27-May-11,27-May-11,1,2.2.1.8.1.2,UE-M08-F01,Material,TB/CC
  UE-M08-W09-40,Concrete Placement,20-Jul-11,20-Jul-11,0,2.2.1.8.3.1,UE-M08-W09,Material,TB/CC
  UE-M05-C04-40,Concrete Placement,18-Apr-11,18-Apr-11,1,2.2.1.5.2.1,UE-M05-C04,Material,TB/CC
  UE-M05-C03-40,Concrete Placement,29-Apr-11,29-Apr-11,1,2.2.1.5.2.2,UE-M05-C03,Material,TB/CC
  UE-M05-C02-40,Concrete Placement,12-May-11,12-May-11,0,2.2.1.5.2.3,UE-M05-C02,Material,TB/CC
  UE-M05-C01-40,Concrete Placement,18-May-11,20-May-11,2,2.2.1.5.2.4,UE-M05-C01,Material,TB/CC
  UE-M05-F01-40,Concrete Placement,7-Apr-11,7-Apr-11,1,2.2.1.5.1.3,UE-M05-F01,Material,TB/CC
  UE-M05-F03-40,Concrete Placement,25-Mar-11,25-Mar-11,1,2.2.1.5.1.1,UE-M05-F03,Material,TB/CC
  UE-M05-F02-40,Concrete Placement,1-Apr-11,1-Apr-11,1,2.2.1.5.1.2,UE-M05-F02,Material,TB/CC
  UE-M05-W09-40,Concrete Placement,28-May-11,28-May-11,1,2.2.1.5.3.1,UE-M05-W09,Material,TB/CC
  CU2-C-04a-40,Concrete Placement,9-Apr-11,9-Apr-11,0,2.2.2.4.1.1,4,Material,TB/CC
  CU2-C-03a S-40,Concrete Placement,13-Apr-11,13-Apr-11,0,2.2.2.4.1.2,03 S,Material,TB/CC
  CU2-C-03a N-40,Concrete Placement,13-Apr-11,13-Apr-11,0,2.2.2.4.1.3,03 N,Material,TB/CC
  CU2-C-02a-40,Concrete Placement,18-Apr-11,18-Apr-11,0,2.2.2.4.1.4,2,Material,TB/CC
  CU2-C-04c-40,Concrete Placement,13-Aug-11,13-Aug-11,0,2.2.2.4.3.1,4,Material,TB/CC
  CU2-C-03c S-40,Concrete Placement,17-Aug-11,17-Aug-11,0,2.2.2.4.3.2,03 S,Material,TB/CC
  CU2-C-03c N-40,Concrete Placement,17-Aug-11,17-Aug-11,0,2.2.2.4.3.3,03 N,Material,TB/CC
  CU2-C-02c-40,Concrete Placement,23-Aug-11,23-Aug-11,0,2.2.2.4.3.4,2,Material,TB/CC
  CU2-C-01b-40,Concrete Placement,26-Aug-11,26-Aug-11,0,2.2.2.4.3.5,1,Material,TB/CC
  CU2-C-03d N-40,Concrete Placement,9-Aug-11,9-Aug-11,0,2.2.2.4.4.3,03 N,Material,TB/CC
  CU2-C-02d-40,Concrete Placement,15-Aug-11,15-Aug-11,0,2.2.2.4.4.4,2,Material,TB/CC
  CU2-C-04d-40,Concrete Placement,5-Aug-11,5-Aug-11,0,2.2.2.4.4.1,4,Material,TB/CC
  CU2-C-03d S-40,Concrete Placement,9-Aug-11,9-Aug-11,0,2.2.2.4.4.2,03 S,Material,TB/CC
  CU2-C-04b-40,Concrete Placement,19-Apr-11,19-Apr-11,0,2.2.2.4.2.1,4,Material,TB/CC
  CU2-C-03b S-40,Concrete Placement,26-Apr-11,26-Apr-11,0,2.2.2.4.2.2,03 S,Material,TB/CC
  CU2-C-03b N-40,Concrete Placement,26-Apr-11,26-Apr-11,0,2.2.2.4.2.3,03 N,Material,TB/CC
  CU2-C-02b-40,Concrete Placement,30-Apr-11,30-Apr-11,0,2.2.2.4.2.4,2,Material,TB/CC
  CU2-C-01a-40,Concrete Placement,4-May-11,4-May-11,0,2.2.2.4.2.5,1,Material,TB/CC
  UC-CC2-C05-40,Concrete Placement,4-Jun-11,4-Jun-11,1,2.2.2.2.2.1,5,Material,TB/CC
  UC-CC2-C04-40,Concrete Placement,10-Jun-11,10-Jun-11,0,2.2.2.2.2.2,4,Material,TB/CC
  UC-CC2-C03-40,Concrete Placement,18-Jun-11,18-Jun-11,0,2.2.2.2.2.3,3,Material,TB/CC
  UC-CC2-C02-40,Concrete Placement,27-Jun-11,27-Jun-11,1,2.2.2.2.2.4,2,Material,TB/CC
  UC-CC2-C01-40,Concrete Placement,5-Jul-11,5-Jul-11,1,2.2.2.2.2.5,1,Material,TB/CC
  UC-CC2-D05-40,Concrete Placement,29-Apr-11,29-Apr-11,1,2.2.2.2.3.1,5,Material,TB/CC
  UC-CC2-D04-40,Concrete Placement,9-May-11,9-May-11,0,2.2.2.2.3.2,4,Material,TB/CC
  UC-CC2-D03-40,Concrete Placement,14-May-11,14-May-11,0,2.2.2.2.3.3,3,Material,TB/CC
  UC-CC2-D02-40,Concrete Placement,23-May-11,23-May-11,1,2.2.2.2.3.4,2,Material,TB/CC
  UC-CC2-D01-40,Concrete Placement,28-May-11,28-May-11,1,2.2.2.2.3.5,1,Material,TB/CC
  UC-CC2-E05-40,Concrete Placement,5-Feb-11,5-Feb-11,0,2.2.2.2.4.1,5,Material,TB/CC
  UC-CC2-E04-40,Concrete Placement,10-Feb-11,10-Feb-11,0,2.2.2.2.4.2,4,Material,TB/CC
  UC-CC2-E03-40,Concrete Placement,15-Feb-11,15-Feb-11,0,2.2.2.2.4.3,3,Material,TB/CC
  UC-CC2-E02-40,Concrete Placement,23-Feb-11,23-Feb-11,0,2.2.2.2.4.4,2,Material,TB/CC
  UC-CC2-E01-40,Concrete Placement,28-Feb-11,28-Feb-11,0,2.2.2.2.4.5,1,Material,TB/CC
  UC-CC2-I05-40,Concrete Placement,5-Mar-11,5-Mar-11,0,2.2.2.2.5.1,5,Material,TB/CC
  UC-CC2-I03-40,Concrete Placement,18-Mar-11,18-Mar-11,0,2.2.2.2.5.3,3,Material,TB/CC
  UC-CC2-I02-40,Concrete Placement,25-Mar-11,25-Mar-11,0,2.2.2.2.5.4,2,Material,TB/CC
  UC-CC2-I01-40,Concrete Placement,29-Mar-11,29-Mar-11,0,2.2.2.2.5.5,1,Material,TB/CC
  UC-CC2-I04-40,Concrete Placement,14-Mar-11,14-Mar-11,0,2.2.2.2.5.2,4,Material,TB/CC
  UC-CC2-B05-40,Concrete Placement,12-Jul-11,12-Jul-11,1,2.2.2.2.1.1,5,Material,TB/CC
  UC-CC2-B04-40,Concrete Placement,20-Jul-11,20-Jul-11,0,2.2.2.2.1.2,4,Material,TB/CC
  UC-CC2-B03-40,Concrete Placement,25-Jul-11,25-Jul-11,0,2.2.2.2.1.3,3,Material,TB/CC
  UC-CC2-B02-40,Concrete Placement,3-Aug-11,3-Aug-11,1,2.2.2.2.1.4,2,Material,TB/CC
  UC-CC2-B01-40,Concrete Placement,11-Aug-11,11-Aug-11,1,2.2.2.2.1.5,1,Material,TB/CC
  UC-CC1-C05-40,Concrete Placement,4-Jun-11,4-Jun-11,1,2.2.2.1.2.1,5,Material,TB/CC
  UC-CC1-C04-40,Concrete Placement,11-Jun-11,11-Jun-11,0,2.2.2.1.2.2,4,Material,TB/CC
  UC-CC1-C03-40,Concrete Placement,16-Jun-11,16-Jun-11,0,2.2.2.1.2.3,3,Material,TB/CC
  UC-CC1-C02-40,Concrete Placement,27-Jun-11,27-Jun-11,1,2.2.2.1.2.4,2,Material,TB/CC
  UC-CC1-C01-40,Concrete Placement,2-Jul-11,2-Jul-11,1,2.2.2.1.2.5,1,Material,TB/CC
  UC-CC1-B05-40,Concrete Placement,9-Jul-11,9-Jul-11,1,2.2.2.1.1.1,5,Material,TB/CC
  UC-CC1-B04-40,Concrete Placement,16-Jul-11,16-Jul-11,0,2.2.2.1.1.2,4,Material,TB/CC
  UC-CC1-B03-40,Concrete Placement,20-Jul-11,20-Jul-11,0,2.2.2.1.1.3,3,Material,TB/CC
  UC-CC1-B02-40,Concrete Placement,28-Jul-11,28-Jul-11,1,2.2.2.1.1.4,2,Material,TB/CC
  UC-CC1-B01-40,Concrete Placement,2-Aug-11,2-Aug-11,1,2.2.2.1.1.5,1,Material,TB/CC
  UC-CC1-I05-40,Concrete Placement,5-Mar-11,5-Mar-11,0,2.2.2.1.5.1,5,Material,TB/CC
  UC-CC1-I04-40,Concrete Placement,14-Mar-11,14-Mar-11,0,2.2.2.1.5.2,4,Material,TB/CC
  UC-CC1-I03-40,Concrete Placement,18-Mar-11,18-Mar-11,0,2.2.2.1.5.3,3,Material,TB/CC
  UC-CC1-I02-40,Concrete Placement,25-Mar-11,25-Mar-11,0,2.2.2.1.5.4,2,Material,TB/CC
  UC-CC1-I01-40,Concrete Placement,30-Mar-11,30-Mar-11,0,2.2.2.1.5.5,1,Material,TB/CC
  UC-CC1-D05-40,Concrete Placement,30-Apr-11,30-Apr-11,1,2.2.2.1.3.1,5,Material,TB/CC
  UC-CC1-D04-40,Concrete Placement,9-May-11,9-May-11,0,2.2.2.1.3.2,4,Material,TB/CC
  UC-CC1-D03-40,Concrete Placement,14-May-11,14-May-11,0,2.2.2.1.3.3,3,Material,TB/CC
  UC-CC1-D02-40,Concrete Placement,23-May-11,23-May-11,1,2.2.2.1.3.4,2,Material,TB/CC
  UC-CC1-D01-40,Concrete Placement,28-May-11,28-May-11,1,2.2.2.1.3.5,1,Material,TB/CC
  UC-CC1-E05-40,Concrete Placement,5-Feb-11,5-Feb-11,0,2.2.2.1.4.1,5,Material,TB/CC
  UC-CC1-E04-40,Concrete Placement,10-Feb-11,10-Feb-11,0,2.2.2.1.4.2,4,Material,TB/CC
  UC-CC1-E03-40,Concrete Placement,15-Feb-11,15-Feb-11,0,2.2.2.1.4.3,3,Material,TB/CC
  UC-CC1-E02-40,Concrete Placement,23-Feb-11,23-Feb-11,0,2.2.2.1.4.4,2,Material,TB/CC
  UC-CC1-E01-40,Concrete Placement,28-Feb-11,28-Feb-11,0,2.2.2.1.4.5,1,Material,TB/CC
  CU1-C-01b-40,Concrete Placement,31-Aug-11,31-Aug-11,0,2.2.2.3.3.5,1,Material,TB/CC
  CU1-C-04c-40,Concrete Placement,13-Aug-11,13-Aug-11,0,2.2.2.3.3.1,4,Material,TB/CC
  CU1-C-03c S-40,Concrete Placement,17-Aug-11,17-Aug-11,0,2.2.2.3.3.2,03 S,Material,TB/CC
  CU1-C-03c N-40,Concrete Placement,22-Aug-11,22-Aug-11,0,2.2.2.3.3.3,03 N,Material,TB/CC
  CU1-C-02c-40,Concrete Placement,27-Aug-11,27-Aug-11,0,2.2.2.3.3.4,2,Material,TB/CC
  CU1-C-01a-40,Concrete Placement,3-May-11,3-May-11,0,2.2.2.3.2.5,1,Material,TB/CC
  CU1-C-04b-40,Concrete Placement,16-Apr-11,16-Apr-11,0,2.2.2.3.2.1,4,Material,TB/CC
  CU1-C-03b S-40,Concrete Placement,20-Apr-11,20-Apr-11,0,2.2.2.3.2.2,03 S,Material,TB/CC
  CU1-C-03b N-40,Concrete Placement,20-Apr-11,20-Apr-11,0,2.2.2.3.2.3,03 N,Material,TB/CC
  CU1-C-02b-40,Concrete Placement,28-Apr-11,28-Apr-11,0,2.2.2.3.2.4,2,Material,TB/CC
  CU1-C-04a-40,Concrete Placement,7-Apr-11,7-Apr-11,0,2.2.2.3.1.1,4,Material,TB/CC
  CU1-C-03a S-40,Concrete Placement,12-Apr-11,12-Apr-11,0,2.2.2.3.1.2,03 S,Material,TB/CC
  CU1-C-03a N-40,Concrete Placement,12-Apr-11,12-Apr-11,0,2.2.2.3.1.3,03 N,Material,TB/CC
  CU1-C-02a-40,Concrete Placement,18-Apr-11,18-Apr-11,0,2.2.2.3.1.4,2,Material,TB/CC
  CU1-C-04d-40,Concrete Placement,2-Aug-11,2-Aug-11,0,2.2.2.3.4.1,4,Material,TB/CC
  CU1-C-03d S-40,Concrete Placement,8-Aug-11,8-Aug-11,0,2.2.2.3.4.2,03 S,Material,TB/CC
  CU1-C-03d N-40,Concrete Placement,8-Aug-11,8-Aug-11,0,2.2.2.3.4.3,03 N,Material,TB/CC
  CU1-C-02d-40,Concrete Placement,13-Aug-11,13-Aug-11,0,2.2.2.3.4.4,2,Material,TB/CC
  MW-M01-F03-40,Concrete Placement,1-Nov-11,1-Nov-11,0,2.5.3.1.1.1,MW-M01-F03,Material,TB/CC
  MW-M01-F02-40,Concrete Placement,9-Nov-11,9-Nov-11,1,2.5.3.1.1.2,MW-M01-F02,Material,TB/CC
  MW-M01-F01-40,Concrete Placement,12-Nov-11,12-Nov-11,1,2.5.3.1.1.3,MW-M01-F01,Material,TB/CC
  MW-M01-C07-40,Concrete Placement,2-Dec-11,2-Dec-11,1,2.5.3.1.2.7,MW-M01-C07,Material,TB/CC
  MW-M01-C08-40,Concrete Placement,26-Nov-11,26-Nov-11,1,2.5.3.1.2.8,MW-M01-C08,Material,TB/CC
  MW-M01-C09-40,Concrete Placement,19-Nov-11,19-Nov-11,0,2.5.3.1.2.9,MW-M01-C09,Material,TB/CC
  MW-M01-C10-40,Concrete Placement,15-Nov-11,15-Nov-11,0,2.5.3.1.2.10,MW-M01-C10,Material,TB/CC
  MW-M23-F03-40,Concrete Placement,7-Nov-11,7-Nov-11,1,2.5.3.23.1.1,MW-M23-F03,Material,TB/CC
  MW-M23-F02-40,Concrete Placement,12-Nov-11,12-Nov-11,1,2.5.3.23.1.2,MW-M23-F02,Material,TB/CC
  MW-M23-F01-40,Concrete Placement,19-Nov-11,19-Nov-11,1,2.5.3.23.1.3,MW-M23-F01,Material,TB/CC
  MW-M23-C04-40,Concrete Placement,6-Dec-11,6-Dec-11,1,2.5.3.23.2.1,MW-M23-C04,Material,TB/CC
  MW-M23-C03-40,Concrete Placement,17-Dec-11,17-Dec-11,1,2.5.3.23.2.2,MW-M23-C03,Material,TB/CC
  MW-M23-C02-40,Concrete Placement,22-Dec-11,22-Dec-11,0,2.5.3.23.2.3,MW-M23-C02,Material,TB/CC
  MW-M23-C01-40,Concrete Placement,4-Jan-12,4-Jan-12,1,2.5.3.23.2.4,MW-M23-C01,Material,TB/CC
  MW-M23-C05-40,Concrete Placement,26-Nov-11,26-Nov-11,0,2.5.3.23.2.5,MW-M23-C05,Material,TB/CC
  MW-M13-F02-40,Concrete Placement,6-Feb-12,6-Feb-12,1,2.5.3.13.1.2,MW-M13-F02,Material,TB/CC
  MW-M13-F01-40,Concrete Placement,10-Feb-12,10-Feb-12,0,2.5.3.13.1.3,MW-M13-F01,Material,TB/CC
  MW-M13-F03-40,Concrete Placement,1-Feb-12,1-Feb-12,1,2.5.3.13.1.1,MW-M13-F03,Material,TB/CC
  MW-M13-C04-40,Concrete Placement,18-Feb-12,18-Feb-12,1,2.5.3.13.2.1,MW-M13-C04,Material,TB/CC
  MW-M13-C02-40,Concrete Placement,8-Mar-12,8-Mar-12,0,2.5.3.13.2.3,MW-M13-C02,Material,TB/CC
  MW-M13-C01-40,Concrete Placement,14-Mar-12,14-Mar-12,1,2.5.3.13.2.4,MW-M13-C01,Material,TB/CC
  MW-M13-W09-40,Concrete Placement,21-Mar-12,21-Mar-12,1,2.5.3.13.3.1,MW-M13-W09,Material,TB/CC
  MW-M11-F03-40,Concrete Placement,21-Dec-11,21-Dec-11,0,2.5.3.11.1.1,MW-M11-F03,Material,TB/CC
  MW-M11-F02-40,Concrete Placement,28-Dec-11,28-Dec-11,0,2.5.3.11.1.2,MW-M11-F02,Material,TB/CC
  MW-M11-F01-40,Concrete Placement,4-Jan-12,4-Jan-12,0,2.5.3.11.1.3,MW-M11-F01,Material,TB/CC
  MW-M11-C04-40,Concrete Placement,13-Jan-12,13-Jan-12,0,2.5.3.11.2.1,MW-M11-C04,Material,TB/CC
  MW-M11-C03-40,Concrete Placement,19-Jan-12,19-Jan-12,0,2.5.3.11.2.2,MW-M11-C03,Material,TB/CC
  MW-M11-C02-40,Concrete Placement,26-Jan-12,26-Jan-12,0,2.5.3.11.2.3,MW-M11-C02,Material,TB/CC
  MW-M11-C01-40,Concrete Placement,31-Jan-12,31-Jan-12,0,2.5.3.11.2.4,MW-M11-C01,Material,TB/CC
  MW-M11-W08-40,Concrete Placement,11-Feb-12,11-Feb-12,0,2.5.3.11.3.2,MW-M11-W08,Material,TB/CC
  MW-M11-W07-40,Concrete Placement,17-Feb-12,17-Feb-12,0,2.5.3.11.3.3,MW-M11-W07,Material,TB/CC
  MW-M11-W09-40,Concrete Placement,6-Feb-12,6-Feb-12,0,2.5.3.11.3.1,MW-M11-W09,Material,TB/CC
  MW-CC4-H05-40,Concrete Placement,7-Dec-11,7-Dec-11,0,2.5.3.24.3.1,5,Material,TB/CC
  MW-CC4-H04-40,Concrete Placement,12-Dec-11,12-Dec-11,0,2.5.3.24.3.2,4,Material,TB/CC
  MW-CC4-H03-40,Concrete Placement,17-Dec-11,17-Dec-11,0,2.5.3.24.3.3,3,Material,TB/CC
  MW-CC4-F05-40,Concrete Placement,2-Nov-11,2-Nov-11,1,2.5.3.24.2.1,5,Material,TB/CC
  MW-CC4-F04-40,Concrete Placement,12-Nov-11,12-Nov-11,0,2.5.3.24.2.2,4,Material,TB/CC
  MW-CC4-F03-40,Concrete Placement,23-Nov-11,23-Nov-11,1,2.5.3.24.2.3,3,Material,TB/CC
  MW-CC4-F02-40,Concrete Placement,1-Dec-11,1-Dec-11,1,2.5.3.24.2.4,2,Material,TB/CC
  MW-CC4-G05-40,Concrete Placement,30-Nov-11,30-Nov-11,0,2.5.3.24.1.1,5,Material,TB/CC
  MW-CC4-G04-40,Concrete Placement,5-Dec-11,5-Dec-11,0,2.5.3.24.1.2,4,Material,TB/CC
  MW-CC4-G03-40,Concrete Placement,10-Dec-11,10-Dec-11,0,2.5.3.24.1.3,3,Material,TB/CC
  MW-M02-F03-40,Concrete Placement,23-Nov-11,23-Nov-11,0,2.5.3.2.1.1,MW-M02-F03,Material,TB/CC
